concept_name,section_uid,depth,loinc_code,code_display_name,raw_title,normalized_title,reason,parent_section_uid,heading_path,direct_char_count,child_count
omeprazole,ee3091ef-c1f5-4d6b-9146-f35ce7cbac88,1,42229-5,SPL UNCLASSIFIED SECTION,1.7 Pathological Hypersecretory Conditions,PATHOLOGICAL HYPERSECRETORY CONDITIONS,unclassified_with_title,ca59c6b4-8d6c-4903-8e22-e506942a4a9a,1 INDICATIONS AND USAGE > 1.7 Pathological Hypersecretory Conditions,220,0
omeprazole,0780fade-9fb7-4c7f-b988-5da0004139dc,1,42229-5,SPL UNCLASSIFIED SECTION,2.1 Recommended Adult Dosage Regimen by Indication,RECOMMENDED ADULT DOSAGE REGIMEN BY INDICATION,unclassified_with_title,0ae32e1c-17d8-44db-a418-488771f2b986,2 DOSAGE AND ADMINISTRATION > 2.1 Recommended Adult Dosage Regimen by Indication,2446,0
omeprazole,9b1becee-c351-4d8c-a18f-66b93ba8b8a3,1,42229-5,SPL UNCLASSIFIED SECTION,2.2 Recommended Pediatric Dosage Regimen by Indication,RECOMMENDED PEDIATRIC DOSAGE REGIMEN BY INDICATION,unclassified_with_title,0ae32e1c-17d8-44db-a418-488771f2b986,2 DOSAGE AND ADMINISTRATION > 2.2 Recommended Pediatric Dosage Regimen by Indication,1190,0
omeprazole,a737a03e-d33e-4032-8372-ea8a2942e7f6,1,42229-5,SPL UNCLASSIFIED SECTION,2.3 Administration Instructions,ADMINISTRATION INSTRUCTIONS,unclassified_with_title,0ae32e1c-17d8-44db-a418-488771f2b986,2 DOSAGE AND ADMINISTRATION > 2.3 Administration Instructions,1129,0
omeprazole,f0b47566-b18e-4201-9e80-cfc16e843144,1,42229-5,SPL UNCLASSIFIED SECTION,5.1 Presence of Gastric Malignancy,PRESENCE OF GASTRIC MALIGNANCY,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.1 Presence of Gastric Malignancy,332,0
omeprazole,db7dc644-2859-43a3-87f4-b180d8458152,1,42229-5,SPL UNCLASSIFIED SECTION,5.2 Acute Tubulointerstitial Nephritis,ACUTE TUBULOINTERSTITIAL NEPHRITIS,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.2 Acute Tubulointerstitial Nephritis,590,0
omeprazole,7272513a-c8e9-4f3a-b9bf-ffdc11996ab2,1,42229-5,SPL UNCLASSIFIED SECTION,5.3 Clostridium difficile- Associated Diarrhea,CLOSTRIDIUM DIFFICILE- ASSOCIATED DIARRHEA,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.3 Clostridium difficile- Associated Diarrhea,756,0
omeprazole,9b42f8d2-6e27-4a56-8bd7-beac4e2ce419,1,42229-5,SPL UNCLASSIFIED SECTION,5.4 Bone Fracture,BONE FRACTURE,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.4 Bone Fracture,644,0
omeprazole,212dee99-8df3-4da8-97e2-eaa39c6797dc,1,42229-5,SPL UNCLASSIFIED SECTION,5.5 Severe Cutaneous Adverse Reactions,SEVERE CUTANEOUS ADVERSE REACTIONS,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.5 Severe Cutaneous Adverse Reactions,480,0
omeprazole,8117e12d-3b52-4f01-83a3-16a0d9abd35a,1,42229-5,SPL UNCLASSIFIED SECTION,5.6 Cutaneous and Systemic Lupus Erythematosus,CUTANEOUS AND SYSTEMIC LUPUS ERYTHEMATOSUS,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.6 Cutaneous and Systemic Lupus Erythematosus,1453,0
omeprazole,1ddfb3fb-a917-4ff3-8010-69ccf4bd1c98,1,42229-5,SPL UNCLASSIFIED SECTION,5.7 Interaction with Clopidogrel,INTERACTION WITH CLOPIDOGREL,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.7 Interaction with Clopidogrel,607,0
omeprazole,1dd9a349-2d7d-4a5f-8a82-0b6e641b3674,1,42229-5,SPL UNCLASSIFIED SECTION,5.8 Cyanocobalamin (Vitamin B-12) Deficiency,CYANOCOBALAMIN (VITAMIN B-12) DEFICIENCY,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.8 Cyanocobalamin (Vitamin B-12) Deficiency,469,0
omeprazole,268521ca-01cb-4b06-a251-d22e3d1c7430,1,42229-5,SPL UNCLASSIFIED SECTION,5.9 Hypomagnesemia and Mineral Metabolism,HYPOMAGNESEMIA AND MINERAL METABOLISM,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.9 Hypomagnesemia and Mineral Metabolism,1110,0
omeprazole,ef576883-6a45-4e2e-8105-2e0626e16b7f,1,42229-5,SPL UNCLASSIFIED SECTION,5.10 Interaction with St.John’s Wort or Rifampin,INTERACTION WITH ST.JOHN’S WORT OR RIFAMPIN,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.10 Interaction with St.John’s Wort or Rifampin,229,0
omeprazole,1467b10d-c713-4a92-a1c0-5ed055ec887a,1,42229-5,SPL UNCLASSIFIED SECTION,5.11 Interactions with Diagnostic Investigations for Neuroendocrine Tumors,INTERACTIONS WITH DIAGNOSTIC INVESTIGATIONS FOR NEUROENDOCRINE TUMORS,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.11 Interactions with Diagnostic Investigations for Neuroendocrine Tumors,573,0
omeprazole,dda3193d-6927-4a69-813f-cc280ae9c9f1,1,42229-5,SPL UNCLASSIFIED SECTION,5.12 Interaction with Methotrexate,INTERACTION WITH METHOTREXATE,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.12 Interaction with Methotrexate,353,0
omeprazole,e92ad4b7-6df8-4174-8773-9a3d724cabd3,1,42229-5,SPL UNCLASSIFIED SECTION,5.13 Fundic Gland Polyps,FUNDIC GLAND POLYPS,unclassified_with_title,67b50456-f1ca-4fbc-9b93-2a7405d1d5af,5 WARNINGS AND PRECAUTIONS > 5.13 Fundic Gland Polyps,349,0
omeprazole,d515f400-e160-429e-933c-3ce5377e30f3,1,42229-5,SPL UNCLASSIFIED SECTION,6.1 Clinical Trials Experience with Omeprazole,CLINICAL TRIALS EXPERIENCE WITH OMEPRAZOLE,unclassified_with_title,83940ce5-2461-44b2-8fc4-f18d92326b12,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience with Omeprazole,1715,0
omeprazole,77c39b1b-536f-4bb6-84a0-8599d3c9f0c5,1,42229-5,SPL UNCLASSIFIED SECTION,6.2 Clinical Trials Experience with Omeprazole in Combination Therapy for H. pylori Eradication,CLINICAL TRIALS EXPERIENCE WITH OMEPRAZOLE IN COMBINATION THERAPY FOR H. PYLORI ERADICATION,unclassified_with_title,83940ce5-2461-44b2-8fc4-f18d92326b12,6 ADVERSE REACTIONS > 6.2 Clinical Trials Experience with Omeprazole in Combination Therapy for H. pylori Eradication,1320,0
omeprazole,3231447e-fd57-4a12-9eac-f9d985d4e30e,1,42229-5,SPL UNCLASSIFIED SECTION,8.7 Asian Population,ASIAN POPULATION,unclassified_with_title,32ffea9d-b495-4b68-b5b5-d62e422d5d0c,8 USE IN SPECIFIC POPULATIONS > 8.7 Asian Population,292,0
omeprazole,c11979f8-2e50-4503-98d9-0c509b98307f,1,42229-5,SPL UNCLASSIFIED SECTION,12.5 Pharmacogenomics,PHARMACOGENOMICS,unclassified_with_title,b08bb62e-125f-45f9-a4cb-f7c1961f435b,12 CLINICAL PHARMACOLOGY > 12.5 Pharmacogenomics,929,0
omeprazole,9efd5886-d2e9-4c1d-b504-c59c35626a79,1,42229-5,SPL UNCLASSIFIED SECTION,14.1 Active Duodenal Ulcer,ACTIVE DUODENAL ULCER,unclassified_with_title,6762af27-8b14-4a5c-a3e6-1972b27a5ebb,14 CLINICAL STUDIES > 14.1 Active Duodenal Ulcer,1952,0
omeprazole,4a43101f-90d0-4c9b-8393-e32b27488b79,1,42229-5,SPL UNCLASSIFIED SECTION,14.2 H.pylori Eradication in Patients with Duodenal Ulcer Disease,H.PYLORI ERADICATION IN PATIENTS WITH DUODENAL ULCER DISEASE,unclassified_with_title,6762af27-8b14-4a5c-a3e6-1972b27a5ebb,14 CLINICAL STUDIES > 14.2 H.pylori Eradication in Patients with Duodenal Ulcer Disease,5936,0
omeprazole,3cca9556-2694-4c3c-801b-643d710e8ff0,1,42229-5,SPL UNCLASSIFIED SECTION,14.3 Active Benign Gastric Ulcer,ACTIVE BENIGN GASTRIC ULCER,unclassified_with_title,6762af27-8b14-4a5c-a3e6-1972b27a5ebb,14 CLINICAL STUDIES > 14.3 Active Benign Gastric Ulcer,1316,0
omeprazole,d9fd249f-4764-4292-9af1-b4d578e63315,1,42229-5,SPL UNCLASSIFIED SECTION,14.4 Symptomatic GERD,SYMPTOMATIC GERD,unclassified_with_title,6762af27-8b14-4a5c-a3e6-1972b27a5ebb,14 CLINICAL STUDIES > 14.4 Symptomatic GERD,546,0
omeprazole,069739ff-6ab4-491d-8827-be954f27791a,1,42229-5,SPL UNCLASSIFIED SECTION,14.5 EE due to Acid-Mediated GERD,EE DUE TO ACID-MEDIATED GERD,unclassified_with_title,6762af27-8b14-4a5c-a3e6-1972b27a5ebb,14 CLINICAL STUDIES > 14.5 EE due to Acid-Mediated GERD,1165,0
omeprazole,af23668d-9d88-4939-ba8d-949b06ef4fa6,1,42229-5,SPL UNCLASSIFIED SECTION,14.6 Maintenance of Healing of EE due to Acid-Mediated GERD,MAINTENANCE OF HEALING OF EE DUE TO ACID-MEDIATED GERD,unclassified_with_title,6762af27-8b14-4a5c-a3e6-1972b27a5ebb,14 CLINICAL STUDIES > 14.6 Maintenance of Healing of EE due to Acid-Mediated GERD,1322,0
omeprazole,4183f9e3-23ec-4ba2-8377-d07e25668aa6,1,42229-5,SPL UNCLASSIFIED SECTION,14.7 Pathological Hypersecretory Conditions,PATHOLOGICAL HYPERSECRETORY CONDITIONS,unclassified_with_title,6762af27-8b14-4a5c-a3e6-1972b27a5ebb,14 CLINICAL STUDIES > 14.7 Pathological Hypersecretory Conditions,1316,0
omeprazole,b965e26d-7d43-43bd-8203-fcacf1db9231,1,42229-5,SPL UNCLASSIFIED SECTION,"14.8 Pediatric Studies for the Treatment of Symptomatic GERD, Treatment of EE due to Acid-Mediated GERD, and Maintenance of Healing of EE due to Acid-Mediated GERD","PEDIATRIC STUDIES FOR THE TREATMENT OF SYMPTOMATIC GERD, TREATMENT OF EE DUE TO ACID-MEDIATED GERD, AND MAINTENANCE OF HEALING OF EE DUE TO ACID-MEDIATED GERD",unclassified_with_title,6762af27-8b14-4a5c-a3e6-1972b27a5ebb,"14 CLINICAL STUDIES > 14.8 Pediatric Studies for the Treatment of Symptomatic GERD, Treatment of EE due to Acid-Mediated GERD, and Maintenance of Healing of EE due to Acid-Mediated GERD",2346,0
apixaban,c924d198-bc0c-4ae1-8d3e-32d8f562139e,1,42229-5,SPL UNCLASSIFIED SECTION,1.1 Reduction of Risk of Stroke and Systemic Embolism in Nonvalvular Atrial Fibrillation,REDUCTION OF RISK OF STROKE AND SYSTEMIC EMBOLISM IN NONVALVULAR ATRIAL FIBRILLATION,unclassified_with_title,3f4f9690-7ad5-4858-bb7e-a497535bc8ff,1 INDICATIONS AND USAGE > 1.1 Reduction of Risk of Stroke and Systemic Embolism in Nonvalvular Atrial Fibrillation,131,0
apixaban,8251aae2-7367-4132-87b2-9f557e379553,1,42229-5,SPL UNCLASSIFIED SECTION,1.2 Prophylaxis of Deep Vein Thrombosis Following Hip or Knee Replacement Surgery,PROPHYLAXIS OF DEEP VEIN THROMBOSIS FOLLOWING HIP OR KNEE REPLACEMENT SURGERY,unclassified_with_title,3f4f9690-7ad5-4858-bb7e-a497535bc8ff,1 INDICATIONS AND USAGE > 1.2 Prophylaxis of Deep Vein Thrombosis Following Hip or Knee Replacement Surgery,188,0
apixaban,2bcb5c47-0efc-43aa-bde4-3a0a4ff4f023,1,42229-5,SPL UNCLASSIFIED SECTION,1.3 Treatment of Deep Vein Thrombosis,TREATMENT OF DEEP VEIN THROMBOSIS,unclassified_with_title,3f4f9690-7ad5-4858-bb7e-a497535bc8ff,1 INDICATIONS AND USAGE > 1.3 Treatment of Deep Vein Thrombosis,56,0
apixaban,08206b98-c09d-477b-b63b-2d2d333bd6a3,1,42229-5,SPL UNCLASSIFIED SECTION,1.4 Treatment of Pulmonary Embolism,TREATMENT OF PULMONARY EMBOLISM,unclassified_with_title,3f4f9690-7ad5-4858-bb7e-a497535bc8ff,1 INDICATIONS AND USAGE > 1.4 Treatment of Pulmonary Embolism,55,0
apixaban,05e6723f-212f-459f-942e-fe0f63482ce4,1,42229-5,SPL UNCLASSIFIED SECTION,1.5 Reduction in the Risk of Recurrence of DVT and PE,REDUCTION IN THE RISK OF RECURRENCE OF DVT AND PE,unclassified_with_title,3f4f9690-7ad5-4858-bb7e-a497535bc8ff,1 INDICATIONS AND USAGE > 1.5 Reduction in the Risk of Recurrence of DVT and PE,100,0
apixaban,804faea7-07df-43f6-a621-33dc4f85d5d6,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,8580cf6f-fabb-494d-b7fd-b7754adf6df6,2 DOSAGE AND ADMINISTRATION > 2.1 Recommended Dose > SPL UNCLASSIFIED SECTION,448,0
apixaban,e6c29c01-14a2-433e-b54c-30bdd3dc4d3c,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,8580cf6f-fabb-494d-b7fd-b7754adf6df6,2 DOSAGE AND ADMINISTRATION > 2.1 Recommended Dose > SPL UNCLASSIFIED SECTION,414,0
apixaban,a4ef046e-1f00-4904-8c55-ea7642a3f366,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,8580cf6f-fabb-494d-b7fd-b7754adf6df6,2 DOSAGE AND ADMINISTRATION > 2.1 Recommended Dose > SPL UNCLASSIFIED SECTION,200,0
apixaban,3dc61325-5d00-46da-bb6a-4abcadb464f6,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,8580cf6f-fabb-494d-b7fd-b7754adf6df6,2 DOSAGE AND ADMINISTRATION > 2.1 Recommended Dose > SPL UNCLASSIFIED SECTION,209,0
apixaban,37cd48f0-0c61-41f5-a178-cbd2ef3f4c7a,1,42229-5,SPL UNCLASSIFIED SECTION,2.6 Administration Options,ADMINISTRATION OPTIONS,unclassified_with_title,ac3c0fae-ddb9-401a-b22f-da7ee3889e40,2 DOSAGE AND ADMINISTRATION > 2.6 Administration Options,537,0
apixaban,c559fb88-c204-44b8-a4e3-52ad2dfa6b62,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,001792a9-7c46-4661-8e48-7899e049cb09,5 WARNINGS AND PRECAUTIONS > 5.2 Bleeding > SPL UNCLASSIFIED SECTION,1281,0
apixaban,64a1b806-f641-404c-8465-b897dbe30e4a,1,42229-5,SPL UNCLASSIFIED SECTION,5.3 Spinal/Epidural Anesthesia or Puncture,SPINAL/EPIDURAL ANESTHESIA OR PUNCTURE,unclassified_with_title,434c6e50-dfaf-416e-9c21-6b33e24972f1,5 WARNINGS AND PRECAUTIONS > 5.3 Spinal/Epidural Anesthesia or Puncture,1293,0
apixaban,1b9a0492-c55a-4017-8e4e-3ec62fda0c5d,1,42229-5,SPL UNCLASSIFIED SECTION,5.5 Acute PE in Hemodynamically Unstable Patients or Patients who Require Thrombolysis or Pulmonary Embolectomy,ACUTE PE IN HEMODYNAMICALLY UNSTABLE PATIENTS OR PATIENTS WHO REQUIRE THROMBOLYSIS OR PULMONARY EMBOLECTOMY,unclassified_with_title,434c6e50-dfaf-416e-9c21-6b33e24972f1,5 WARNINGS AND PRECAUTIONS > 5.5 Acute PE in Hemodynamically Unstable Patients or Patients who Require Thrombolysis or Pulmonary Embolectomy,230,0
apixaban,41b7bcb8-b611-4a19-a635-c6ac4c18db26,1,42229-5,SPL UNCLASSIFIED SECTION,5.6 Increased Risk of Thrombosis in Patients with Triple Positive Antiphospholipid Syndrome,INCREASED RISK OF THROMBOSIS IN PATIENTS WITH TRIPLE POSITIVE ANTIPHOSPHOLIPID SYNDROME,unclassified_with_title,434c6e50-dfaf-416e-9c21-6b33e24972f1,5 WARNINGS AND PRECAUTIONS > 5.6 Increased Risk of Thrombosis in Patients with Triple Positive Antiphospholipid Syndrome,454,0
apixaban,0f3f628c-0403-4dbd-a70d-f7b5466f134f,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,6dedfaf5-8c22-472d-bac8-25964e3c3085,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION,911,2
apixaban,2f726ecc-17ea-4d3d-a436-5bb2bdda6d79,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,6dedfaf5-8c22-472d-bac8-25964e3c3085,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION,4839,0
apixaban,4315a668-4d7b-4cfe-b9c9-fc087f5d116e,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,6dedfaf5-8c22-472d-bac8-25964e3c3085,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION,476,3
apixaban,d6bbb223-fdb0-4d7a-86e2-9155c455099c,3,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,4315a668-4d7b-4cfe-b9c9-fc087f5d116e,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION > SPL UNCLASSIFIED SECTION,1666,0
apixaban,d6f8b835-0de3-4bdb-9258-f4c80ee6a7db,3,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,4315a668-4d7b-4cfe-b9c9-fc087f5d116e,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION > SPL UNCLASSIFIED SECTION,1507,0
apixaban,82261903-1d49-498d-99e0-178292af977c,3,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,4315a668-4d7b-4cfe-b9c9-fc087f5d116e,6 ADVERSE REACTIONS > 6.1 Clinical Trials Experience > SPL UNCLASSIFIED SECTION > SPL UNCLASSIFIED SECTION,1067,0
apixaban,edf083d4-8ac8-4f43-aefa-f506c5e7fb90,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,758775f0-b889-48d7-a6eb-c941351c355b,8 USE IN SPECIFIC POPULATIONS > 8.6 Renal Impairment > SPL UNCLASSIFIED SECTION,375,1
apixaban,cb7bf71c-a550-49c7-b4ae-b7afba532005,3,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,edf083d4-8ac8-4f43-aefa-f506c5e7fb90,8 USE IN SPECIFIC POPULATIONS > 8.6 Renal Impairment > SPL UNCLASSIFIED SECTION > SPL UNCLASSIFIED SECTION,653,0
apixaban,4748c851-211c-4013-99ad-caa282a2fcc6,2,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,758775f0-b889-48d7-a6eb-c941351c355b,8 USE IN SPECIFIC POPULATIONS > 8.6 Renal Impairment > SPL UNCLASSIFIED SECTION,633,0
apixaban,5d7f0451-b7b0-4a41-b77e-cd4709911caa,2,42229-5,SPL UNCLASSIFIED SECTION,ARISTOTLE,ARISTOTLE,unclassified_with_title,3082a6c0-7bb8-4d6d-b0d2-7b7bd349430b,14 CLINICAL STUDIES > 14.1 Reduction of Risk of Stroke and Systemic Embolism in Nonvalvular Atrial Fibrillation > ARISTOTLE,5700,0
apixaban,d8229563-6645-4275-8c73-63677225b95c,2,42229-5,SPL UNCLASSIFIED SECTION,AVERROES,AVERROES,unclassified_with_title,3082a6c0-7bb8-4d6d-b0d2-7b7bd349430b,14 CLINICAL STUDIES > 14.1 Reduction of Risk of Stroke and Systemic Embolism in Nonvalvular Atrial Fibrillation > AVERROES,1280,0
apixaban,ba6f48be-a1d7-4ff6-bd01-afa945036f70,1,42229-5,SPL UNCLASSIFIED SECTION,14.3 Treatment of DVT and PE and Reduction in the Risk of Recurrence of DVT and PE,TREATMENT OF DVT AND PE AND REDUCTION IN THE RISK OF RECURRENCE OF DVT AND PE,unclassified_with_title,80b82abd-0858-4cf1-bb4f-95c8a795d12b,14 CLINICAL STUDIES > 14.3 Treatment of DVT and PE and Reduction in the Risk of Recurrence of DVT and PE,463,2
apixaban,faec6cef-d4cc-4584-b262-805a736d597d,2,42229-5,SPL UNCLASSIFIED SECTION,AMPLIFY,AMPLIFY,unclassified_with_title,ba6f48be-a1d7-4ff6-bd01-afa945036f70,14 CLINICAL STUDIES > 14.3 Treatment of DVT and PE and Reduction in the Risk of Recurrence of DVT and PE > AMPLIFY,2710,0
apixaban,e73593d4-24c1-4e2c-a0a7-833d4a913ed0,2,42229-5,SPL UNCLASSIFIED SECTION,AMPLIFY-EXT,AMPLIFY-EXT,unclassified_with_title,ba6f48be-a1d7-4ff6-bd01-afa945036f70,14 CLINICAL STUDIES > 14.3 Treatment of DVT and PE and Reduction in the Risk of Recurrence of DVT and PE > AMPLIFY-EXT,1693,0
apixaban,d5a20043-0fc9-4f27-b18c-4ddb26bc9642,0,42229-5,SPL UNCLASSIFIED SECTION,,,unclassified_no_title,,SPL UNCLASSIFIED SECTION,211,0
isotretinoin,6b0fe588-baea-450d-90e7-e001cb8aa1e1,1,42229-5,SPL UNCLASSIFIED SECTION,2.1 Recommended Dosage,RECOMMENDED DOSAGE,unclassified_with_title,9da50208-68a6-467d-a157-66b3fa81a805,2 DOSAGE AND ADMINISTRATION > 2.1 Recommended Dosage,1274,0
isotretinoin,7185358f-845f-462f-bf28-8496dedf8e4e,1,42229-5,SPL UNCLASSIFIED SECTION,2.2 Duration of Use,DURATION OF USE,unclassified_with_title,9da50208-68a6-467d-a157-66b3fa81a805,2 DOSAGE AND ADMINISTRATION > 2.2 Duration of Use,953,0
isotretinoin,00da5019-2238-497f-857c-a3596fe0594c,1,42229-5,SPL UNCLASSIFIED SECTION,2.3 Laboratory Testing Prior to Administration,LABORATORY TESTING PRIOR TO ADMINISTRATION,unclassified_with_title,9da50208-68a6-467d-a157-66b3fa81a805,2 DOSAGE AND ADMINISTRATION > 2.3 Laboratory Testing Prior to Administration,418,0
isotretinoin,12dc2521-1f8b-42ae-8f89-b017faebb094,1,42229-5,SPL UNCLASSIFIED SECTION,4.2 Hypersensitivity,HYPERSENSITIVITY,unclassified_with_title,aad64e1b-a59e-4d88-9466-e57c40f872a7,4 CONTRAINDICATIONS > 4.2 Hypersensitivity,279,0
isotretinoin,ad97c7d7-e8e5-44a4-b3b9-cd49b5d1be56,1,42229-5,SPL UNCLASSIFIED SECTION,5.1 Embryo-Fetal Toxicity,EMBRYO-FETAL TOXICITY,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.1 Embryo-Fetal Toxicity,1525,0
isotretinoin,9624bd3a-0a2e-4933-9222-cbf88b07ab86,1,42229-5,SPL UNCLASSIFIED SECTION,5.2 iPLEDGE Program,IPLEDGE PROGRAM,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.2 iPLEDGE Program,2061,0
isotretinoin,da98b591-7479-4cec-af68-96af5a91e799,1,42229-5,SPL UNCLASSIFIED SECTION,5.3 Isotretinoin and ABSORICA LD are Not Substitutable,ISOTRETINOIN AND ABSORICA LD ARE NOT SUBSTITUTABLE,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.3 Isotretinoin and ABSORICA LD are Not Substitutable,304,0
isotretinoin,5d2dd7a0-015a-4497-8f39-3d4130c97ace,1,42229-5,SPL UNCLASSIFIED SECTION,5.4 Psychiatric Disorders,PSYCHIATRIC DISORDERS,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.4 Psychiatric Disorders,1113,0
isotretinoin,4157ca33-fe80-4858-b32b-3cabc6293b99,1,42229-5,SPL UNCLASSIFIED SECTION,5.5 Intracranial Hypertension (Pseudotumor Cerebri),INTRACRANIAL HYPERTENSION (PSEUDOTUMOR CEREBRI),unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.5 Intracranial Hypertension (Pseudotumor Cerebri),615,0
isotretinoin,72b3f8a4-26c5-4d8c-a054-d43c9aedc66a,1,42229-5,SPL UNCLASSIFIED SECTION,5.6 Serious Skin Reactions,SERIOUS SKIN REACTIONS,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.6 Serious Skin Reactions,421,0
isotretinoin,90c29221-79ac-42f1-b209-8913f2ca56ce,1,42229-5,SPL UNCLASSIFIED SECTION,5.7 Pancreatitis,PANCREATITIS,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.7 Pancreatitis,285,0
isotretinoin,dbaec75d-089f-4a7e-9524-57cbf2beefea,1,42229-5,SPL UNCLASSIFIED SECTION,5.8 Lipid Abnormalities,LIPID ABNORMALITIES,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.8 Lipid Abnormalities,1380,0
isotretinoin,36cdf2b2-556d-427c-b2cf-2a266fc69955,1,42229-5,SPL UNCLASSIFIED SECTION,5.9 Hearing Impairment,HEARING IMPAIRMENT,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.9 Hearing Impairment,401,0
isotretinoin,05e0d181-6c53-49c1-aa25-e3848d0fa455,1,42229-5,SPL UNCLASSIFIED SECTION,5.10 Hepatotoxicity,HEPATOTOXICITY,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.10 Hepatotoxicity,444,0
isotretinoin,0e96d81b-0256-443f-b1d7-ff0fc629ee7e,1,42229-5,SPL UNCLASSIFIED SECTION,5.11 Inflammatory Bowel Disease,INFLAMMATORY BOWEL DISEASE,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.11 Inflammatory Bowel Disease,407,0
isotretinoin,8e12f16e-ed76-42cc-b0a5-721897e7d2ab,1,42229-5,SPL UNCLASSIFIED SECTION,5.12 Musculoskeletal Abnormalities,MUSCULOSKELETAL ABNORMALITIES,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.12 Musculoskeletal Abnormalities,4502,0
isotretinoin,3ab916d6-987b-4b48-854b-ce25445347ef,1,42229-5,SPL UNCLASSIFIED SECTION,5.13 Ocular Abnormalities,OCULAR ABNORMALITIES,unclassified_with_title,c5b9556d-16ad-4ce3-81fe-317e0999244c,5 WARNINGS AND PRECAUTIONS > 5.13 Ocular Abnormalities,1157,0
